tau_B,experiment,o,method,coverage,width,n_infinite
5.0,22,20,HCP,0.86,24.641831290546424,0
5.0,22,20,Pooling,0.8,21.060504916773397,0
5.0,22,20,Repeated,0.84,23.35939015130336,0
5.0,22,20,S-HCP-within,0.9,31.523157930207063,0
5.0,22,20,Std-CP,0.78,2.890585469748917,0
5.0,22,20,Subsampling,0.8,21.251324308114903,0
5.0,22,25,Donor-HCP-no-within,0.76,12.269557902851165,0
5.0,22,25,Donor-HCP-within,0.79,3.2309008149163536,0
5.0,22,25,HCP,0.86,24.641831290546424,0
5.0,22,25,Pooling,0.8,21.060504916773397,0
5.0,22,25,Repeated,0.84,23.35939015130336,0
5.0,22,25,S-HCP-within,0.83,13.025879204201754,0
5.0,22,25,Std-CP,0.82,2.975095152949905,0
5.0,22,25,Subsampling,0.8,21.251324308114903,0
5.0,22,30,Donor-HCP-no-within,0.76,12.22037735947684,0
5.0,22,30,Donor-HCP-within,0.78,2.6160152513199204,0
5.0,22,30,HCP,0.86,24.641831290546424,0
5.0,22,30,Pooling,0.8,21.060504916773397,0
5.0,22,30,Repeated,0.84,23.35939015130336,0
5.0,22,30,S-HCP-within,0.75,12.382676578973944,0
5.0,22,30,Std-CP,0.79,2.4257514195652385,0
5.0,22,30,Subsampling,0.8,21.251324308114903,0
5.0,22,35,Donor-HCP-no-within,0.76,12.196124839947192,0
5.0,22,35,Donor-HCP-within,0.79,2.705122269650167,0
5.0,22,35,HCP,0.86,24.641831290546424,0
5.0,22,35,Pooling,0.8,21.060504916773397,0
5.0,22,35,Repeated,0.84,23.35939015130336,0
5.0,22,35,S-HCP-within,0.83,12.712426996835548,0
5.0,22,35,Std-CP,0.82,2.5604734364976607,0
5.0,22,35,Subsampling,0.8,21.251324308114903,0
5.0,23,0,Donor-HCP-no-within,0.87,23.557941871622408,0
5.0,23,0,Donor-HCP-within,0.87,23.557941871622408,0
5.0,23,0,HCP,0.87,23.557941871622408,0
5.0,23,0,Pooling,0.82,20.860632757357894,0
5.0,23,0,Repeated,0.85,22.450653294572543,0
5.0,23,0,S-HCP-within,0.72,16.880680264480034,0
5.0,23,0,Std-CP,1.0,,100
5.0,23,0,Subsampling,0.87,24.20673789544462,0
5.0,23,5,Donor-HCP-no-within,0.73,21.866120174902065,0
5.0,23,5,Donor-HCP-within,0.81,19.221332268653804,0
5.0,23,5,HCP,0.87,23.557941871622408,0
5.0,23,5,Pooling,0.82,20.860632757357894,0
5.0,23,5,Repeated,0.85,22.450653294572543,0
5.0,23,5,S-HCP-within,0.7,16.182821178485135,0
5.0,23,5,Std-CP,0.73,6.0527469289635425,0
5.0,23,5,Subsampling,0.87,24.20673789544462,0
5.0,23,10,Donor-HCP-no-within,0.77,21.617514464142477,0
5.0,23,10,Donor-HCP-within,0.79,17.122596838211496,0
5.0,23,10,HCP,0.87,23.557941871622408,0
5.0,23,10,Pooling,0.82,20.860632757357894,0
5.0,23,10,Repeated,0.85,22.450653294572543,0
5.0,23,10,S-HCP-within,0.7,15.24011015123545,0
5.0,23,10,Std-CP,0.84,82.84125512889736,0
5.0,23,10,Subsampling,0.87,24.20673789544462,0
5.0,23,15,Donor-HCP-no-within,0.76,21.162973453494647,0
5.0,23,15,Donor-HCP-within,0.73,13.186596705302762,0
5.0,23,15,HCP,0.87,23.557941871622408,0
5.0,23,15,Pooling,0.82,20.860632757357894,0
5.0,23,15,Repeated,0.85,22.450653294572543,0
5.0,23,15,S-HCP-within,0.67,15.273938342050934,0
5.0,23,15,Std-CP,0.86,5.302571758209227,0
5.0,23,15,Subsampling,0.87,24.20673789544462,0
5.0,23,20,Donor-HCP-no-within,0.74,20.734686890110957,0
5.0,23,20,Donor-HCP-within,0.8,11.246300371571808,0
5.0,23,20,HCP,0.87,23.557941871622408,0
5.0,23,20,Pooling,0.82,20.860632757357894,0
5.0,23,20,Repeated,0.85,22.450653294572543,0
5.0,23,20,S-HCP-within,0.66,15.035596995367777,0
5.0,23,20,Std-CP,0.79,2.9893121025005205,0
5.0,23,20,Subsampling,0.87,24.20673789544462,0
5.0,23,25,Donor-HCP-no-within,0.82,12.742462228538104,0
5.0,23,25,Donor-HCP-within,0.86,3.324722058185644,0
5.0,23,25,HCP,0.87,23.557941871622408,0
5.0,23,25,Pooling,0.82,20.860632757357894,0
5.0,23,25,Repeated,0.85,22.450653294572543,0
5.0,23,25,S-HCP-within,0.87,13.239815018451859,0
5.0,23,25,Std-CP,0.84,3.027311777825908,0
5.0,23,25,Subsampling,0.87,24.20673789544462,0
5.0,23,30,Donor-HCP-no-within,0.8,12.671172970930911,0
5.0,23,30,Donor-HCP-within,0.8,2.651731450345384,0
5.0,23,30,HCP,0.87,23.557941871622408,0
5.0,23,30,Pooling,0.82,20.860632757357894,0
5.0,23,30,Repeated,0.85,22.450653294572543,0
5.0,23,30,S-HCP-within,0.8,12.642457191136984,0
5.0,23,30,Std-CP,0.82,2.4460233613682725,0
5.0,23,30,Subsampling,0.87,24.20673789544462,0
5.0,23,35,Donor-HCP-no-within,0.8,12.63578013485298,0
5.0,23,35,Donor-HCP-within,0.9,2.834175588420592,0
5.0,23,35,HCP,0.87,23.557941871622408,0
5.0,23,35,Pooling,0.82,20.860632757357894,0
5.0,23,35,Repeated,0.85,22.450653294572543,0
5.0,23,35,S-HCP-within,0.82,12.95073913597509,0
5.0,23,35,Std-CP,0.85,2.5511204699652352,0
5.0,23,35,Subsampling,0.87,24.20673789544462,0
5.0,24,0,Donor-HCP-no-within,0.86,19.7652085508078,0
5.0,24,0,Donor-HCP-within,0.86,19.7652085508078,0
5.0,24,0,HCP,0.86,19.7652085508078,0
5.0,24,0,Pooling,0.8,17.83194171458017,0
5.0,24,0,Repeated,0.84,19.190100459096108,0
5.0,24,0,S-HCP-within,0.97,28.37096601402904,0
5.0,24,0,Std-CP,1.0,,100
5.0,24,0,Subsampling,0.84,19.211422614251656,0
5.0,24,5,Donor-HCP-no-within,0.81,22.096792354560392,0
5.0,24,5,Donor-HCP-within,0.84,20.589731207623714,0
5.0,24,5,HCP,0.86,19.7652085508078,0
5.0,24,5,Pooling,0.8,17.83194171458017,0
5.0,24,5,Repeated,0.84,19.190100459096108,0
5.0,24,5,S-HCP-within,0.96,26.875077836027167,0
5.0,24,5,Std-CP,0.77,5.868058818377818,0
5.0,24,5,Subsampling,0.84,19.211422614251656,0
5.0,24,10,Donor-HCP-no-within,0.88,22.075157952968468,0
5.0,24,10,Donor-HCP-within,0.91,20.512904535778485,0
5.0,24,10,HCP,0.86,19.7652085508078,0
5.0,24,10,Pooling,0.8,17.83194171458017,0
5.0,24,10,Repeated,0.84,19.190100459096108,0
5.0,24,10,S-HCP-within,0.93,19.586723217585313,0
5.0,24,10,Std-CP,0.85,55.20020752879131,0
5.0,24,10,Subsampling,0.84,19.211422614251656,0
5.0,24,15,Donor-HCP-no-within,0.8,20.497345507059755,0
5.0,24,15,Donor-HCP-within,0.86,14.069446248645061,0
5.0,24,15,HCP,0.86,19.7652085508078,0
5.0,24,15,Pooling,0.8,17.83194171458017,0
5.0,24,15,Repeated,0.84,19.190100459096108,0
5.0,24,15,S-HCP-within,0.94,20.082448100391634,0
5.0,24,15,Std-CP,0.85,5.171853262256088,0
5.0,24,15,Subsampling,0.84,19.211422614251656,0
5.0,24,20,Donor-HCP-no-within,0.82,19.669754911813598,0
5.0,24,20,Donor-HCP-within,0.86,11.6003363362097,0
5.0,24,20,HCP,0.86,19.7652085508078,0
5.0,24,20,Pooling,0.8,17.83194171458017,0
5.0,24,20,Repeated,0.84,19.190100459096108,0
5.0,24,20,S-HCP-within,0.94,19.26740596128203,0
5.0,24,20,Std-CP,0.82,2.9093950521094945,0
5.0,24,20,Subsampling,0.84,19.211422614251656,0
5.0,24,25,Donor-HCP-no-within,0.89,12.991450366084027,0
5.0,24,25,Donor-HCP-within,0.85,3.1630711717217097,0
5.0,24,25,HCP,0.86,19.7652085508078,0
5.0,24,25,Pooling,0.8,17.83194171458017,0
5.0,24,25,Repeated,0.84,19.190100459096108,0
5.0,24,25,S-HCP-within,0.9,13.45388445759144,0
5.0,24,25,Std-CP,0.8,2.8407492614359495,0
5.0,24,25,Subsampling,0.84,19.211422614251656,0
5.0,24,30,Donor-HCP-no-within,0.88,12.897654672038314,0
5.0,24,30,Donor-HCP-within,0.78,2.614821246018709,0
5.0,24,30,HCP,0.86,19.7652085508078,0
5.0,24,30,Pooling,0.8,17.83194171458017,0
5.0,24,30,Repeated,0.84,19.190100459096108,0
5.0,24,30,S-HCP-within,0.86,12.933018370132773,0
5.0,24,30,Std-CP,0.76,2.439142781229376,0
5.0,24,30,Subsampling,0.84,19.211422614251656,0
5.0,24,35,Donor-HCP-no-within,0.87,12.886722743582329,0
5.0,24,35,Donor-HCP-within,0.83,2.643803069438113,0
5.0,24,35,HCP,0.86,19.7652085508078,0
5.0,24,35,Pooling,0.8,17.83194171458017,0
5.0,24,35,Repeated,0.84,19.190100459096108,0
5.0,24,35,S-HCP-within,0.86,13.322084630801003,0
5.0,24,35,Std-CP,0.81,2.47566724428802,0
5.0,24,35,Subsampling,0.84,19.211422614251656,0
5.0,25,0,Donor-HCP-no-within,0.65,12.643673959947382,0
5.0,25,0,Donor-HCP-within,0.65,12.643673959947382,0
5.0,25,0,HCP,0.65,12.643673959947382,0
5.0,25,0,Pooling,0.57,10.174120896135353,0
5.0,25,0,Repeated,0.61,11.89804464035298,0
5.0,25,0,S-HCP-within,0.75,15.627131016009379,0
5.0,25,0,Std-CP,1.0,,100
5.0,25,0,Subsampling,0.63,12.321497085471565,0
5.0,25,5,Donor-HCP-no-within,0.61,11.989704057922252,0
5.0,25,5,Donor-HCP-within,0.64,10.986898056045153,0
5.0,25,5,HCP,0.65,12.643673959947382,0
5.0,25,5,Pooling,0.57,10.174120896135353,0
5.0,25,5,Repeated,0.61,11.89804464035298,0
5.0,25,5,S-HCP-within,0.74,15.1646216032848,0
5.0,25,5,Std-CP,0.69,5.650654712788577,0
5.0,25,5,Subsampling,0.63,12.321497085471565,0
5.0,25,10,Donor-HCP-no-within,0.59,11.521890403853615,0
5.0,25,10,Donor-HCP-within,0.72,10.921632889632793,0
5.0,25,10,HCP,0.65,12.643673959947382,0
5.0,25,10,Pooling,0.57,10.174120896135353,0
5.0,25,10,Repeated,0.61,11.89804464035298,0
5.0,25,10,S-HCP-within,0.72,14.529748100927575,0
5.0,25,10,Std-CP,0.82,18.407258658146763,0
5.0,25,10,Subsampling,0.63,12.321497085471565,0
5.0,25,15,Donor-HCP-no-within,0.6,11.118251142982563,0
5.0,25,15,Donor-HCP-within,0.69,8.054845006767597,0
5.0,25,15,HCP,0.65,12.643673959947382,0
5.0,25,15,Pooling,0.57,10.174120896135353,0
5.0,25,15,Repeated,0.61,11.89804464035298,0
5.0,25,15,S-HCP-within,0.73,14.594012457581421,0
5.0,25,15,Std-CP,0.84,4.662523346665747,0
5.0,25,15,Subsampling,0.63,12.321497085471565,0
5.0,25,20,Donor-HCP-no-within,0.57,10.878159663521133,0
5.0,25,20,Donor-HCP-within,0.58,6.115866334676606,0
5.0,25,20,HCP,0.65,12.643673959947382,0
5.0,25,20,Pooling,0.57,10.174120896135353,0
5.0,25,20,Repeated,0.61,11.89804464035298,0
5.0,25,20,S-HCP-within,0.72,14.447907812182395,0
5.0,25,20,Std-CP,0.89,3.0779822914035537,0
5.0,25,20,Subsampling,0.63,12.321497085471565,0
5.0,25,25,Donor-HCP-no-within,0.8,12.331054054954022,0
5.0,25,25,Donor-HCP-within,0.9,3.2385963052768445,0
5.0,25,25,HCP,0.65,12.643673959947382,0
5.0,25,25,Pooling,0.57,10.174120896135353,0
5.0,25,25,Repeated,0.61,11.89804464035298,0
5.0,25,25,S-HCP-within,0.86,12.911967940165281,0
5.0,25,25,Std-CP,0.91,2.8692793383175683,0
5.0,25,25,Subsampling,0.63,12.321497085471565,0
5.0,25,30,Donor-HCP-no-within,0.81,12.277169780477617,0
5.0,25,30,Donor-HCP-within,0.86,2.769661925913806,0
5.0,25,30,HCP,0.65,12.643673959947382,0
5.0,25,30,Pooling,0.57,10.174120896135353,0
5.0,25,30,Repeated,0.61,11.89804464035298,0
5.0,25,30,S-HCP-within,0.84,12.409287299050675,0
5.0,25,30,Std-CP,0.79,2.4483000628547273,0
5.0,25,30,Subsampling,0.63,12.321497085471565,0
5.0,25,35,Donor-HCP-no-within,0.8,12.269430046322963,0
5.0,25,35,Donor-HCP-within,0.9,2.738382624431939,0
5.0,25,35,HCP,0.65,12.643673959947382,0
5.0,25,35,Pooling,0.57,10.174120896135353,0
5.0,25,35,Repeated,0.61,11.89804464035298,0
5.0,25,35,S-HCP-within,0.84,12.749393950533786,0
5.0,25,35,Std-CP,0.86,2.5597060955305118,0
5.0,25,35,Subsampling,0.63,12.321497085471565,0
5.0,26,0,Donor-HCP-no-within,0.69,14.526631013308418,0
5.0,26,0,Donor-HCP-within,0.69,14.526631013308418,0
5.0,26,0,HCP,0.69,14.526631013308418,0
5.0,26,0,Pooling,0.51,10.301940192900815,0
5.0,26,0,Repeated,0.64,12.993347858165743,0
5.0,26,0,S-HCP-within,0.65,11.168400431449339,0
5.0,26,0,Std-CP,1.0,,100
5.0,26,0,Subsampling,0.54,11.035928553535758,0
5.0,26,5,Donor-HCP-no-within,0.63,12.508158813937452,0
5.0,26,5,Donor-HCP-within,0.65,11.629053621842955,0
5.0,26,5,HCP,0.69,14.526631013308418,0
5.0,26,5,Pooling,0.51,10.301940192900815,0
5.0,26,5,Repeated,0.64,12.993347858165743,0
5.0,26,5,S-HCP-within,0.68,10.893793705802231,0
5.0,26,5,Std-CP,0.73,6.209698352603007,0
5.0,26,5,Subsampling,0.54,11.035928553535758,0
5.0,26,10,Donor-HCP-no-within,0.6,11.833110060701934,0
5.0,26,10,Donor-HCP-within,0.68,10.6381558246391,0
5.0,26,10,HCP,0.69,14.526631013308418,0
5.0,26,10,Pooling,0.51,10.301940192900815,0
5.0,26,10,Repeated,0.64,12.993347858165743,0
5.0,26,10,S-HCP-within,0.64,10.436106848355598,0
5.0,26,10,Std-CP,0.9,22.376249870486582,0
5.0,26,10,Subsampling,0.54,11.035928553535758,0
5.0,26,15,Donor-HCP-no-within,0.59,11.573472374502323,0
5.0,26,15,Donor-HCP-within,0.68,7.725617615921277,0
5.0,26,15,HCP,0.69,14.526631013308418,0
5.0,26,15,Pooling,0.51,10.301940192900815,0
5.0,26,15,Repeated,0.64,12.993347858165743,0
5.0,26,15,S-HCP-within,0.62,10.559346566203883,0
5.0,26,15,Std-CP,0.89,4.793647289070932,0
5.0,26,15,Subsampling,0.54,11.035928553535758,0
5.0,26,20,Donor-HCP-no-within,0.58,10.859919891854183,0
5.0,26,20,Donor-HCP-within,0.58,6.0504356522775495,0
5.0,26,20,HCP,0.69,14.526631013308418,0
5.0,26,20,Pooling,0.51,10.301940192900815,0
5.0,26,20,Repeated,0.64,12.993347858165743,0
5.0,26,20,S-HCP-within,0.6,10.3062198677397,0
5.0,26,20,Std-CP,0.79,2.8662732990244733,0
5.0,26,20,Subsampling,0.54,11.035928553535758,0
5.0,26,25,Donor-HCP-no-within,0.87,12.350733301903274,0
5.0,26,25,Donor-HCP-within,0.92,3.0814761359565535,0
5.0,26,25,HCP,0.69,14.526631013308418,0
5.0,26,25,Pooling,0.51,10.301940192900815,0
5.0,26,25,Repeated,0.64,12.993347858165743,0
5.0,26,25,S-HCP-within,0.88,12.744751561778799,0
5.0,26,25,Std-CP,0.86,2.662069969079326,0
5.0,26,25,Subsampling,0.54,11.035928553535758,0
5.0,26,30,Donor-HCP-no-within,0.88,12.298042467879503,0
5.0,26,30,Donor-HCP-within,0.86,2.558844334936044,0
5.0,26,30,HCP,0.69,14.526631013308418,0
5.0,26,30,Pooling,0.51,10.301940192900815,0
5.0,26,30,Repeated,0.64,12.993347858165743,0
5.0,26,30,S-HCP-within,0.87,12.277479083761431,0
5.0,26,30,Std-CP,0.81,2.2455202006128183,0
5.0,26,30,Subsampling,0.54,11.035928553535758,0
5.0,26,35,Donor-HCP-no-within,0.89,12.266638396189885,0
5.0,26,35,Donor-HCP-within,0.88,2.574215745269745,0
5.0,26,35,HCP,0.69,14.526631013308418,0
5.0,26,35,Pooling,0.51,10.301940192900815,0
5.0,26,35,Repeated,0.64,12.993347858165743,0
5.0,26,35,S-HCP-within,0.91,12.526840241461652,0
5.0,26,35,Std-CP,0.85,2.420302030216757,0
5.0,26,35,Subsampling,0.54,11.035928553535758,0
5.0,27,0,Donor-HCP-no-within,0.85,24.96317695792975,0
5.0,27,0,Donor-HCP-within,0.85,24.96317695792975,0
5.0,27,0,HCP,0.85,24.96317695792975,0
5.0,27,0,Pooling,0.8,21.874841372235988,0
5.0,27,0,Repeated,0.85,24.583296783908903,0
5.0,27,0,S-HCP-within,0.78,22.818242364743945,0
5.0,27,0,Std-CP,1.0,,100
5.0,27,0,Subsampling,0.81,22.16419300107198,0
5.0,27,5,Donor-HCP-no-within,0.82,21.037891713073545,0
5.0,27,5,Donor-HCP-within,0.83,18.1826864718722,0
5.0,27,5,HCP,0.85,24.96317695792975,0
5.0,27,5,Pooling,0.8,21.874841372235988,0
5.0,27,5,Repeated,0.85,24.583296783908903,0
5.0,27,5,S-HCP-within,0.8,22.230443537128227,0
5.0,27,5,Std-CP,0.73,5.248237733258158,0
5.0,27,5,Subsampling,0.81,22.16419300107198,0
5.0,27,10,Donor-HCP-no-within,0.8,19.848546564555395,0
5.0,27,10,Donor-HCP-within,0.82,16.341663577312726,0
5.0,27,10,HCP,0.85,24.96317695792975,0
5.0,27,10,Pooling,0.8,21.874841372235988,0
5.0,27,10,Repeated,0.85,24.583296783908903,0
5.0,27,10,S-HCP-within,0.76,20.23137946067945,0
5.0,27,10,Std-CP,0.9,34.37424619875629,0
5.0,27,10,Subsampling,0.81,22.16419300107198,0
5.0,27,15,Donor-HCP-no-within,0.81,19.20984258410066,0
5.0,27,15,Donor-HCP-within,0.83,12.69300638145517,0
5.0,27,15,HCP,0.85,24.96317695792975,0
5.0,27,15,Pooling,0.8,21.874841372235988,0
5.0,27,15,Repeated,0.85,24.583296783908903,0
5.0,27,15,S-HCP-within,0.79,20.578720971189615,0
5.0,27,15,Std-CP,0.9,5.655194072241873,0
5.0,27,15,Subsampling,0.81,22.16419300107198,0
5.0,27,20,Donor-HCP-no-within,0.79,16.984852159800635,0
5.0,27,20,Donor-HCP-within,0.78,9.94669430222117,0
5.0,27,20,HCP,0.85,24.96317695792975,0
5.0,27,20,Pooling,0.8,21.874841372235988,0
5.0,27,20,Repeated,0.85,24.583296783908903,0
5.0,27,20,S-HCP-within,0.76,19.828773074938702,0
5.0,27,20,Std-CP,0.88,2.932241403904797,0
5.0,27,20,Subsampling,0.81,22.16419300107198,0
5.0,27,25,Donor-HCP-no-within,0.82,11.230712866587787,0
5.0,27,25,Donor-HCP-within,0.89,3.2338870208092345,0
5.0,27,25,HCP,0.85,24.96317695792975,0
5.0,27,25,Pooling,0.8,21.874841372235988,0
5.0,27,25,Repeated,0.85,24.583296783908903,0
5.0,27,25,S-HCP-within,0.93,11.766375031542752,0
5.0,27,25,Std-CP,0.88,2.9570523588101434,0
5.0,27,25,Subsampling,0.81,22.16419300107198,0
5.0,27,30,Donor-HCP-no-within,0.82,11.24817384078081,0
5.0,27,30,Donor-HCP-within,0.84,2.491019801184836,0
5.0,27,30,HCP,0.85,24.96317695792975,0
5.0,27,30,Pooling,0.8,21.874841372235988,0
5.0,27,30,Repeated,0.85,24.583296783908903,0
5.0,27,30,S-HCP-within,0.85,11.355293218733712,0
5.0,27,30,Std-CP,0.86,2.3467685042769864,0
5.0,27,30,Subsampling,0.81,22.16419300107198,0
5.0,27,35,Donor-HCP-no-within,0.83,11.243827130171073,0
5.0,27,35,Donor-HCP-within,0.87,2.6206106689817426,0
5.0,27,35,HCP,0.85,24.96317695792975,0
5.0,27,35,Pooling,0.8,21.874841372235988,0
5.0,27,35,Repeated,0.85,24.583296783908903,0
5.0,27,35,S-HCP-within,0.88,11.511082803666923,0
5.0,27,35,Std-CP,0.88,2.4965503462291068,0
5.0,27,35,Subsampling,0.81,22.16419300107198,0
5.0,28,0,Donor-HCP-no-within,0.88,25.942425018531697,0
5.0,28,0,Donor-HCP-within,0.88,25.942425018531697,0
5.0,28,0,HCP,0.88,25.942425018531697,0
5.0,28,0,Pooling,0.84,23.42073081260714,0
5.0,28,0,Repeated,0.87,24.911362785060884,0
5.0,28,0,S-HCP-within,0.9,27.260827884363326,0
5.0,28,0,Std-CP,1.0,,100
5.0,28,0,Subsampling,0.88,25.942425018531697,0
5.0,28,5,Donor-HCP-no-within,0.9,25.773838466079987,0
5.0,28,5,Donor-HCP-within,0.9,23.176925010923124,0
5.0,28,5,HCP,0.88,25.942425018531697,0
5.0,28,5,Pooling,0.84,23.42073081260714,0
5.0,28,5,Repeated,0.87,24.911362785060884,0
5.0,28,5,S-HCP-within,0.87,25.95938477983032,0
5.0,28,5,Std-CP,0.67,5.7295481403927875,0
5.0,28,5,Subsampling,0.88,25.942425018531697,0
5.0,28,10,Donor-HCP-no-within,0.88,25.081208999855257,0
5.0,28,10,Donor-HCP-within,0.83,18.214267504328042,0
5.0,28,10,HCP,0.88,25.942425018531697,0
5.0,28,10,Pooling,0.84,23.42073081260714,0
5.0,28,10,Repeated,0.87,24.911362785060884,0
5.0,28,10,S-HCP-within,0.85,24.62925216728213,0
5.0,28,10,Std-CP,0.82,63.14642593549766,0
5.0,28,10,Subsampling,0.88,25.942425018531697,0
5.0,28,15,Donor-HCP-no-within,0.84,23.908825044457515,0
5.0,28,15,Donor-HCP-within,0.91,15.9180351882764,0
5.0,28,15,HCP,0.88,25.942425018531697,0
5.0,28,15,Pooling,0.84,23.42073081260714,0
5.0,28,15,Repeated,0.87,24.911362785060884,0
5.0,28,15,S-HCP-within,0.88,24.88782172906547,0
5.0,28,15,Std-CP,0.89,5.559852152311302,0
5.0,28,15,Subsampling,0.88,25.942425018531697,0
5.0,28,20,Donor-HCP-no-within,0.89,23.85349127101414,0
5.0,28,20,Donor-HCP-within,0.84,13.20512103116115,0
5.0,28,20,HCP,0.88,25.942425018531697,0
5.0,28,20,Pooling,0.84,23.42073081260714,0
5.0,28,20,Repeated,0.87,24.911362785060884,0
5.0,28,20,S-HCP-within,0.85,24.472672623280165,0
5.0,28,20,Std-CP,0.84,2.883540940215192,0
5.0,28,20,Subsampling,0.88,25.942425018531697,0
5.0,28,25,Donor-HCP-no-within,0.7,10.594319330992365,0
5.0,28,25,Donor-HCP-within,0.87,3.024521140410587,0
5.0,28,25,HCP,0.88,25.942425018531697,0
5.0,28,25,Pooling,0.84,23.42073081260714,0
5.0,28,25,Repeated,0.87,24.911362785060884,0
5.0,28,25,S-HCP-within,0.75,11.11008277163223,0
5.0,28,25,Std-CP,0.81,3.0716308942928343,0
5.0,28,25,Subsampling,0.88,25.942425018531697,0
5.0,28,30,Donor-HCP-no-within,0.7,10.617951071045068,0
5.0,28,30,Donor-HCP-within,0.81,2.551470732833093,0
5.0,28,30,HCP,0.88,25.942425018531697,0
5.0,28,30,Pooling,0.84,23.42073081260714,0
5.0,28,30,Repeated,0.87,24.911362785060884,0
5.0,28,30,S-HCP-within,0.72,10.696240377346157,0
5.0,28,30,Std-CP,0.76,2.461006905263242,0
5.0,28,30,Subsampling,0.88,25.942425018531697,0
5.0,28,35,Donor-HCP-no-within,0.69,10.55174100632043,0
5.0,28,35,Donor-HCP-within,0.85,2.5708240739529886,0
5.0,28,35,HCP,0.88,25.942425018531697,0
5.0,28,35,Pooling,0.84,23.42073081260714,0
5.0,28,35,Repeated,0.87,24.911362785060884,0
5.0,28,35,S-HCP-within,0.72,10.9011051495896,0
5.0,28,35,Std-CP,0.81,2.5089092124232324,0
5.0,28,35,Subsampling,0.88,25.942425018531697,0
5.0,29,0,Donor-HCP-no-within,0.92,32.62073284607151,0
5.0,29,0,Donor-HCP-within,0.92,32.62073284607151,0
5.0,29,0,HCP,0.92,32.62073284607151,0
5.0,29,0,Pooling,0.9,31.801711295828746,0
5.0,29,0,Repeated,0.91,32.585014235042486,0
5.0,29,0,S-HCP-within,0.97,30.430825924681322,0
5.0,29,0,Std-CP,1.0,,100
5.0,29,0,Subsampling,0.9,32.25870986973241,0
5.0,29,5,Donor-HCP-no-within,0.89,29.508380372205234,0
5.0,29,5,Donor-HCP-within,0.94,27.864899174127284,0
5.0,29,5,HCP,0.92,32.62073284607151,0
5.0,29,5,Pooling,0.9,31.801711295828746,0
5.0,29,5,Repeated,0.91,32.585014235042486,0
5.0,29,5,S-HCP-within,0.96,29.298852570537647,0
5.0,29,5,Std-CP,0.76,5.9594280464415865,0
5.0,29,5,Subsampling,0.9,32.25870986973241,0
5.0,29,10,Donor-HCP-no-within,0.9,31.176504980644303,0
5.0,29,10,Donor-HCP-within,0.98,29.110862354318705,0
5.0,29,10,HCP,0.92,32.62073284607151,0
5.0,29,10,Pooling,0.9,31.801711295828746,0
5.0,29,10,Repeated,0.91,32.585014235042486,0
5.0,29,10,S-HCP-within,0.93,20.81535232812692,0
5.0,29,10,Std-CP,0.83,20.29621043323823,0
5.0,29,10,Subsampling,0.9,32.25870986973241,0
5.0,29,15,Donor-HCP-no-within,0.92,26.386409925277132,0
5.0,29,15,Donor-HCP-within,0.89,18.74620521180217,0
5.0,29,15,HCP,0.92,32.62073284607151,0
5.0,29,15,Pooling,0.9,31.801711295828746,0
5.0,29,15,Repeated,0.91,32.585014235042486,0
5.0,29,15,S-HCP-within,0.94,21.46934797165626,0
5.0,29,15,Std-CP,0.88,5.20986632636552,0
5.0,29,15,Subsampling,0.9,32.25870986973241,0
5.0,29,20,Donor-HCP-no-within,0.92,27.200773260472214,0
5.0,29,20,Donor-HCP-within,0.9,15.106672305630315,0
5.0,29,20,HCP,0.92,32.62073284607151,0
5.0,29,20,Pooling,0.9,31.801711295828746,0
5.0,29,20,Repeated,0.91,32.585014235042486,0
5.0,29,20,S-HCP-within,0.95,20.18718095053534,0
5.0,29,20,Std-CP,0.84,3.050977347867685,0
5.0,29,20,Subsampling,0.9,32.25870986973241,0
5.0,29,25,Donor-HCP-no-within,0.81,10.555678452020905,0
5.0,29,25,Donor-HCP-within,0.88,3.288716744912246,0
5.0,29,25,HCP,0.92,32.62073284607151,0
5.0,29,25,Pooling,0.9,31.801711295828746,0
5.0,29,25,Repeated,0.91,32.585014235042486,0
5.0,29,25,S-HCP-within,0.82,11.03393270271338,0
5.0,29,25,Std-CP,0.88,2.9428639172810325,0
5.0,29,25,Subsampling,0.9,32.25870986973241,0
5.0,29,30,Donor-HCP-no-within,0.79,10.532232090391672,0
5.0,29,30,Donor-HCP-within,0.78,2.6645975744626584,0
5.0,29,30,HCP,0.92,32.62073284607151,0
5.0,29,30,Pooling,0.9,31.801711295828746,0
5.0,29,30,Repeated,0.91,32.585014235042486,0
5.0,29,30,S-HCP-within,0.8,10.61657782963461,0
5.0,29,30,Std-CP,0.78,2.450624103707981,0
5.0,29,30,Subsampling,0.9,32.25870986973241,0
5.0,29,35,Donor-HCP-no-within,0.78,10.517945579842893,0
5.0,29,35,Donor-HCP-within,0.8,2.663037226628138,0
5.0,29,35,HCP,0.92,32.62073284607151,0
5.0,29,35,Pooling,0.9,31.801711295828746,0
5.0,29,35,Repeated,0.91,32.585014235042486,0
5.0,29,35,S-HCP-within,0.81,10.832861427488375,0
5.0,29,35,Std-CP,0.87,2.614710329838887,0
5.0,29,35,Subsampling,0.9,32.25870986973241,0
5.0,30,0,Donor-HCP-no-within,0.77,21.336446769835014,0
5.0,30,0,Donor-HCP-within,0.77,21.336446769835014,0
5.0,30,0,HCP,0.77,21.336446769835014,0
5.0,30,0,Pooling,0.72,18.854063641973863,0
