summary,spearman_rho,p_value,subsample
resid_q25,0.06593503020135207,0.6633008251514719,95
resid_q75,0.25239792437700326,0.0905972037154435,95
resid_sd,0.21339198329705875,0.15446807161263298,95
resid_mean,0.213577541543404,0.15410142291562756,96
resid_median,0.11881913040975359,0.4315836313192163,96
resid_q25,0.1446117266517459,0.33762676365757927,96
resid_q75,0.19533098065278595,0.1932883616311993,96
resid_sd,0.25112216005393,0.09229456127388112,96
resid_mean,0.08956278023598291,0.5539050342969325,97
resid_median,0.003773017675687126,0.9801461565191115,97
resid_q25,-0.023194780793158558,0.8783937335950898,97
resid_q75,0.06673911593551489,0.6594435726945009,97
resid_sd,0.22186580988015933,0.13836836625880422,97
resid_mean,0.11560278747310224,0.44424242655467333,98
resid_median,0.15481743020073568,0.3042621992622147,98
resid_q25,0.19143425747953532,0.2024991794795956,98
resid_q75,0.08702950118819842,0.5652159357396701,98
resid_sd,0.12092212386833327,0.42341710669083304,98
resid_mean,0.20250589951146966,0.17711365975750984,99
resid_median,0.11182976979741513,0.4593493766736157,99
resid_q25,0.10137665525329834,0.5026168902085845,99
resid_q75,0.16910541516932134,0.2612340702266605,99
resid_sd,0.3096967131502531,0.03621910503495338,99
resid_mean,0.17275472734744493,0.25093076072748804,100
resid_median,0.09680253685823065,0.5221830422686,100
resid_q25,0.05789417285972376,0.7023337408266097,100
resid_q75,0.22644291329000926,0.13020911857134054,100
resid_sd,0.2294118452315336,0.12511281577168187,100
resid_mean,0.16329125678383624,0.27822543096962243,101
resid_median,0.123025117326913,0.4153386200136355,101
resid_q25,0.08381047459927958,0.5797413298518387,101
resid_q75,0.148384744327433,0.3250369121988241,101
resid_sd,0.30221253054766056,0.04122089492209219,101
resid_mean,0.19953696756994538,0.18368429979781586,102
resid_median,0.024617394015138953,0.8709964770246252,102
resid_q25,0.019298057619907924,0.8987065139378081,102
resid_q75,0.1568585709105336,0.2978523168226617,102
resid_sd,0.21704129547518233,0.1473740350768034,102
resid_mean,0.19632062463329403,0.19099719002368207,103
resid_median,0.203433690743196,0.1750954358454916,103
resid_q25,0.21110343159213377,0.15904280140375684,103
resid_q75,0.21370124704096755,0.1538573454268503,103
resid_sd,0.22687588253148158,0.12945637491201864,103
resid_mean,0.13180820765392237,0.38256346298471705,104
resid_median,0.10323223771675102,0.49478762394688125,104
resid_q25,0.12154065135615086,0.42103191456997746,104
resid_q75,0.08851128350669306,0.558586880690299,104
resid_sd,0.2520499512856563,0.09105774611561641,104
resid_mean,0.2164227679873648,0.14855917545977296,105
resid_median,0.18865088378435632,0.20926455801193192,105
resid_q25,0.042678396659411755,0.7782339780159068,105
resid_q75,0.18067187919150973,0.22952950710435194,105
resid_sd,0.2219276626289411,0.13825562974145456,105
resid_mean,0.025174068754174755,0.8681048258975959,106
resid_median,0.03933834822519691,0.7952005330997625,106
resid_q25,-0.06513094446718923,0.6671667138141232,106
resid_q75,0.036431269032454375,0.8100445214077571,106
resid_sd,0.1400964759906777,0.35308507791608024,106
resid_mean,0.1397872122467689,0.35415943542669104,107
resid_median,0.10013960027766323,0.5078713031404416,107
resid_q25,0.07007916436972972,0.643515473070295,107
resid_q75,0.15902341711789506,0.2911498571983974,107
resid_sd,0.2091241436311176,0.16307847694127356,107
