experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
24,40,0.84,0.88,0.91,0.9,4.427740660057122,11.157450921516007,4.12734448468813,20.933982138137065,0,0,0,0
25,0,0.95,0.95,,0.95,33.3416852893241,33.3416852893241,,33.3416852893241,0,0,0,0
25,10,0.92,0.92,0.79,0.96,19.13798010166497,27.438689748586995,10.500968039711347,33.3416852893241,0,0,0,0
25,20,0.9,0.9,0.92,0.95,12.338688465633446,22.89685746088586,5.87778882415421,33.3416852893241,0,0,0,0
25,30,0.93,0.93,0.94,0.96,5.620428388974867,13.885764300790976,5.747336068271077,33.3416852893241,0,0,0,0
25,40,0.91,0.89,0.87,0.98,4.357354509885593,14.266977450978166,4.6620059676877235,33.3416852893241,0,0,0,0
26,0,0.95,0.95,,0.95,35.07815645865727,35.07815645865727,,35.07815645865727,0,0,0,0
26,10,0.94,0.94,0.81,0.95,22.361354435026357,32.098726717688365,10.664715957817963,35.07815645865727,0,0,0,0
26,20,0.88,0.93,0.89,0.97,13.388952110826425,24.377386116550888,5.23054926207039,35.07815645865727,0,0,0,0
26,30,0.96,0.9,0.93,0.97,5.532320923971796,16.318811782170535,5.417029157606742,35.07815645865727,0,0,0,0
26,40,0.87,0.89,0.88,0.96,4.8690704128992826,15.71297396583289,4.348181245990709,35.07815645865727,0,0,0,0
27,0,0.99,0.99,,0.99,87.24717087191746,87.24717087191746,,87.24717087191746,0,0,0,0
27,10,0.96,0.96,0.76,0.97,56.33496639570219,77.81762067577952,10.588259326680195,87.24717087191746,0,0,0,0
27,20,0.95,0.95,0.89,0.97,40.15578200491424,75.21367544872118,5.654354867014856,87.24717087191746,0,0,0,0
27,30,0.93,0.9,0.92,0.98,5.560871616930848,13.82651849096779,6.010775058008946,87.24717087191746,0,0,0,0
27,40,0.93,0.92,0.84,0.99,5.015369090180361,15.497416827052728,4.502388911419765,87.24717087191746,0,0,0,0
28,0,0.94,0.94,,0.94,41.29930114149745,41.29930114149745,,41.29930114149745,0,0,0,0
28,10,0.93,0.89,0.86,0.92,27.928506716789755,38.46358154393387,13.220173413530066,41.29930114149745,0,0,0,0
28,20,0.95,0.95,0.88,0.95,20.28286320606135,37.29358650080918,5.398835644547583,41.29930114149745,0,0,0,0
28,30,0.93,0.88,0.93,0.91,5.671369269880047,14.587387340983074,5.617562371085041,41.29930114149745,0,0,0,0
28,40,0.85,0.89,0.87,0.95,4.449347202050187,13.134240246311409,4.130317535627377,41.29930114149745,0,0,0,0
29,0,0.95,0.95,,0.95,34.34805760079252,34.34805760079252,,34.34805760079252,0,0,0,0
29,10,0.94,0.94,0.84,0.96,22.215359583809587,31.143620403851585,8.887511606442402,34.34805760079252,0,0,0,0
29,20,0.96,0.96,0.85,0.97,15.448099880647804,29.25414696202855,5.168679706466136,34.34805760079252,0,0,0,0
29,30,0.94,0.88,0.93,0.99,5.04331281348038,11.907921141360315,5.283506171839601,34.34805760079252,0,0,0,0
29,40,0.89,0.93,0.88,0.94,4.398348992450795,12.847184950694434,3.986354241418346,34.34805760079252,0,0,0,0
30,0,0.99,0.99,,0.99,48.504037506878575,48.504037506878575,,48.504037506878575,0,0,0,0
30,10,0.92,0.93,0.84,0.94,30.17876187859317,43.347393624952105,11.338681729876988,48.504037506878575,0,0,0,0
30,20,0.96,0.96,0.9,0.97,21.06756012021893,40.55147811834564,4.972966864566189,48.504037506878575,0,0,0,0
30,30,0.96,0.92,0.97,1.0,5.4141318187976655,11.426961762323625,5.259600136236254,48.504037506878575,0,0,0,0
30,40,0.88,0.94,0.9,0.97,4.659420464616995,13.033200325692707,4.87980966058409,48.504037506878575,0,0,0,0
31,0,0.96,0.96,,0.96,40.253333579650764,40.253333579650764,,40.253333579650764,0,0,0,0
31,10,0.97,0.96,0.88,0.98,26.17448231926371,35.368927517607474,11.589491688394949,40.253333579650764,0,0,0,0
31,20,0.94,0.93,0.9,0.98,17.973905199986305,32.733133339301325,5.983193330057464,40.253333579650764,0,0,0,0
31,30,0.93,0.93,0.94,0.98,5.355783240036116,14.357720058678971,5.663297702687408,40.253333579650764,0,0,0,0
31,40,0.89,0.92,0.9,0.97,4.507130700290867,12.350451431426151,4.192264736139821,40.253333579650764,0,0,0,0
32,0,0.96,0.96,,0.96,35.55550445416106,35.55550445416106,,35.55550445416106,0,0,0,0
32,10,0.97,0.97,0.87,0.98,23.755543929806485,32.0194103087112,9.92888931416252,35.55550445416106,0,0,0,0
32,20,0.95,0.95,0.89,0.96,15.610286452355119,28.887541084928962,5.186760637053538,35.55550445416106,0,0,0,0
32,30,0.97,0.95,0.96,0.97,5.548055082896239,13.453832567362735,5.580367250849132,35.55550445416106,0,0,0,0
32,40,0.85,0.91,0.87,1.0,4.779147968720805,12.557493678497533,5.03506124832664,35.55550445416106,0,0,0,0
33,0,0.98,0.98,,0.98,41.77657086403939,41.77657086403939,,41.77657086403939,0,0,0,0
33,10,0.97,0.97,0.83,0.98,26.832223483999915,38.426511613660224,14.681981358963782,41.77657086403939,0,0,0,0
33,20,0.96,0.95,0.93,0.98,18.474989228565512,36.29938094304922,5.967434131769298,41.77657086403939,0,0,0,0
33,30,0.95,0.85,0.96,0.97,5.052337026004848,12.021807860650402,5.18276447896663,41.77657086403939,0,0,0,0
33,40,0.9,0.93,0.92,1.0,4.751925122198017,12.164155818957845,4.786700454201776,41.77657086403939,0,0,0,0
34,0,1.0,1.0,,1.0,33.79359914633625,33.79359914633625,,33.79359914633625,0,0,0,0
34,10,0.96,0.9,0.84,0.96,21.45519591410296,29.38311000493117,10.586858846112104,33.79359914633625,0,0,0,0
34,20,0.91,0.94,0.93,0.96,12.521045377399204,24.377516312676008,5.60034777555504,33.79359914633625,0,0,0,0
34,30,0.93,0.89,0.95,0.99,5.393858866528587,11.030235442577656,5.645458301558895,33.79359914633625,0,0,0,0
34,40,0.92,0.89,0.94,0.98,4.910193486985587,13.409620895299415,4.750985748668434,33.79359914633625,0,0,0,0
35,0,1.0,1.0,,1.0,37.84014015405609,37.84014015405609,,37.84014015405609,0,0,0,0
35,10,0.97,0.97,0.85,0.97,25.782915348005695,34.798838801880905,11.454440251772715,37.84014015405609,0,0,0,0
35,20,0.96,0.96,0.89,0.97,15.949757092075536,30.196246272606405,5.857944048502352,37.84014015405609,0,0,0,0
35,30,0.92,0.88,0.95,0.99,5.115903740164908,12.517918501096977,5.340458426649513,37.84014015405609,0,0,0,0
35,40,0.9,0.9,0.95,0.97,4.8177248927869325,12.616848468911964,4.325861615839172,37.84014015405609,0,0,0,0
36,0,0.99,0.99,,0.99,51.53658792768281,51.53658792768281,,51.53658792768281,0,0,0,0
36,10,1.0,0.99,0.81,1.0,32.65358509368085,43.77295094614291,9.639307993588066,51.53658792768281,0,0,0,0
36,20,1.0,1.0,0.87,1.0,21.485176834584166,40.67908071144887,5.195435364616822,51.53658792768281,0,0,0,0
36,30,0.98,0.94,0.96,0.99,5.4497205690100206,17.340065125365804,5.595750368743713,51.53658792768281,0,0,0,0
36,40,0.94,0.87,0.94,1.0,4.942580399341356,15.339691199180205,4.794784882285158,51.53658792768281,0,0,0,0
37,0,0.99,0.99,,0.99,50.82331501030448,50.82331501030448,,50.82331501030448,0,0,0,0
37,10,0.99,0.98,0.83,0.99,32.54947809467953,45.291117882285995,10.408805974877597,50.82331501030448,0,0,0,0
37,20,0.98,0.97,0.93,0.99,24.712469862458494,43.04848606160989,5.881767722481062,50.82331501030448,0,0,0,0
37,30,0.93,0.9,0.94,0.97,5.787738612293463,12.871048598516193,6.135529723141012,50.82331501030448,0,0,0,0
37,40,0.93,0.91,0.93,1.0,4.284186584315915,14.034105191557455,4.492141680515598,50.82331501030448,0,0,0,0
38,0,0.82,0.82,,0.82,29.141877371139877,29.141877371139877,,29.141877371139877,0,0,0,0
38,10,0.92,0.92,0.86,0.92,20.000248653902773,26.796465572923907,12.069481373775346,29.141877371139877,0,0,0,0
38,20,0.87,0.85,0.93,0.92,13.148575722518785,23.020665654080318,5.681861497646448,29.141877371139877,0,0,0,0
38,30,0.97,0.95,0.94,0.89,5.298629996426254,13.575209193154489,5.597261029151573,29.141877371139877,0,0,0,0
38,40,0.84,0.89,0.9,0.86,4.625942549604839,13.943961359497482,4.68561458153979,29.141877371139877,0,0,0,0
39,0,0.87,0.87,,0.87,21.12435723032072,21.12435723032072,,21.12435723032072,0,0,0,0
39,10,0.83,0.81,0.79,0.86,13.274565809001572,18.155173627736055,8.515298820600659,21.12435723032072,0,0,0,0
39,20,0.88,0.91,0.91,0.93,8.990493699847766,17.26704921978059,5.773918128695639,21.12435723032072,0,0,0,0
39,30,0.9,0.89,0.94,0.84,5.298284806526782,12.494560370497613,5.665867524457314,21.12435723032072,0,0,0,0
39,40,0.9,0.89,0.89,0.95,4.401671893599314,12.483123134931098,4.572444020587557,21.12435723032072,0,0,0,0
40,0,0.99,0.99,,0.99,37.39106772755689,37.39106772755689,,37.39106772755689,0,0,0,0
40,10,0.95,0.95,0.76,0.97,24.56690642673103,34.923862044394056,9.891994596816481,37.39106772755689,0,0,0,0
40,20,0.93,0.95,0.88,0.98,17.889280247642894,33.48093400699376,5.770774651087766,37.39106772755689,0,0,0,0
40,30,0.92,0.93,0.92,0.97,5.251910033195066,12.71205590413944,5.573034955378402,37.39106772755689,0,0,0,0
40,40,0.92,0.87,0.91,0.98,4.646061068222221,13.373363237067652,4.7646624300532725,37.39106772755689,0,0,0,0
41,0,0.96,0.96,,0.96,41.83427402426439,41.83427402426439,,41.83427402426439,0,0,0,0
41,10,0.92,0.91,0.8,0.94,26.754387163461985,37.67393862311164,8.685636920556023,41.83427402426439,0,0,0,0
41,20,0.97,0.97,0.91,0.99,17.845420059787656,35.189272471086454,5.778374284255076,41.83427402426439,0,0,0,0
41,30,0.95,0.9,0.94,0.96,5.559364530238766,14.270707445422033,5.758943753820503,41.83427402426439,0,0,0,0
41,40,0.93,0.94,0.9,0.95,4.926381073212831,16.790711194503096,4.451660558379428,41.83427402426439,0,0,0,0
42,0,0.89,0.89,,0.89,31.674155452361347,31.674155452361347,,31.674155452361347,0,0,0,0
42,10,0.91,0.87,0.76,0.92,21.031912845590206,26.76692561191021,9.0714674593399,31.674155452361347,0,0,0,0
