alpha,dataset_id,o,mean_width,sd_upper,sd_width,rel_sd_upper,rel_sd_width
0.2,24,0,25.32586755001062,7.9648928842701325,10.661985738083496,0.314496349179035,0.42099192523333817
0.2,24,5,21.956928755450704,7.614824654960132,6.471120790668682,0.34680736726760053,0.2947188499239565
0.2,24,10,19.53085044172302,6.884494533972593,5.249760475911266,0.3524933312307541,0.26879323517302656
0.2,24,15,17.55334607524789,5.663140012454917,5.946682895998274,0.3226245291455032,0.3387777390422295
0.2,24,20,15.379192707078522,3.7872097814215486,3.8452300879815735,0.24625543444022419,0.2500280841277022
0.2,24,25,3.1816914354336596,4.463264492478967e-16,0.0,1.4027961488574176e-16,0.0
0.2,24,30,3.1601721379751058,4.463264492478967e-16,4.463264492478967e-16,1.4123485359689373e-16,1.4123485359689373e-16
0.2,24,35,2.9884457563417963,0.0,1.3389793477436902e-15,0.0,4.48052083562914e-16
0.2,25,0,30.829825881309244,9.527318732418285,11.797657310719,0.30902927473859904,0.38267025432249996
0.2,25,5,27.579163923295063,8.301470501948389,9.818604156496615,0.301005154653599,0.3560152941475944
0.2,25,10,24.83861119771692,6.319911930381706,8.683552651328506,0.2544390215730987,0.34959896035277
0.2,25,15,21.41779331016719,6.956138636755728,7.605706909847534,0.32478316211285857,0.3551116027549414
0.2,25,20,20.589969986416527,6.012032955497121,9.162152669543946,0.29198842734901204,0.4449813513855697
0.2,25,25,3.7253593806163825,5.355917390974761e-15,4.463264492478967e-16,1.4376914664508403e-15,1.1980762220423667e-16
0.2,25,30,3.5813472390163685,0.0,8.926528984957934e-16,0.0,2.4925058614002594e-16
0.2,25,35,3.2101792279414063,5.355917390974761e-15,0.0,1.6684169358386116e-15,0.0
0.2,27,0,24.894705323210943,7.8572466159996015,7.376704279392192,0.3156191854447774,0.2963161918817498
0.2,27,5,22.603706523606615,7.542182805808393,8.061161388804598,0.33367017917754194,0.35663006774511824
0.2,27,10,19.515320958009298,9.34787617150868,6.501824393719073,0.4790019181146089,0.33316512742521176
0.2,27,15,19.03958371731152,4.830430190075693,4.60361639661836,0.25370461149755497,0.2417918618899517
0.2,27,20,17.437370225948357,5.244992110895391,4.822090392819558,0.3007903165977618,0.27653770782728804
