experiment,o_observed,coverage_donor_none,coverage_donor_ols,coverage_stdcp,coverage_hcp,width_donor_none,width_donor_ols,width_stdcp,width_hcp,infinite_donor_none,infinite_donor_ols,infinite_stdcp,infinite_hcp
16,40,0.78,0.84,0.82,0.88,4.593673039768367,5.1286407208057305,5.088452582694074,6.312230747857313,0,0,0,0
16,50,0.84,0.88,0.86,0.92,4.337952688398226,4.637363424696002,4.987449858603105,6.312230747857313,0,0,0,0
16,100,0.82,0.78,0.74,0.9,4.229612060965273,4.579463025851599,4.366854083118826,6.312230747857313,0,0,0,0
16,200,0.74,0.64,0.72,0.86,4.410607478206633,4.206189865759371,4.427337951470684,6.312230747857313,0,0,0,0
17,0,0.94,0.94,,0.94,5.097445403833249,5.097445403833249,,5.097445403833249,0,0,0,0
17,10,0.78,0.82,0.78,0.88,4.505167766148003,5.0143329719187495,11.654055866262222,5.097445403833249,0,0,0,0
17,20,0.84,0.8,0.82,0.86,4.286001067758663,3.9194302509024057,6.821966238070848,5.097445403833249,0,0,0,0
17,30,0.64,0.72,0.68,0.7,4.458642269278329,5.033388715135581,5.11426800335167,5.097445403833249,0,0,0,0
17,40,0.62,0.64,0.74,0.68,4.398509172581228,4.552280183442848,5.501750078241773,5.097445403833249,0,0,0,0
17,50,0.8,0.74,0.76,0.88,4.163032927436696,4.7056767670670085,5.079530881759599,5.097445403833249,0,0,0,0
17,100,0.8,0.82,0.78,0.84,4.244546164191432,4.552199866732575,4.622199682789633,5.097445403833249,0,0,0,0
17,200,0.72,0.82,0.74,0.78,4.257190365323659,4.183495893637028,4.188116300769604,5.097445403833249,0,0,0,0
18,0,0.88,0.88,,0.88,5.698751787898078,5.698751787898078,,5.698751787898078,0,0,0,0
18,10,0.88,0.86,0.82,0.9,5.338524667351174,5.072003888235283,10.729658056795227,5.698751787898078,0,0,0,0
18,20,0.76,0.82,0.76,0.9,4.225814009458569,4.766852285509961,7.086072418894875,5.698751787898078,0,0,0,0
18,30,0.78,0.78,0.76,0.86,4.28118162180008,5.084924221665056,6.427289330953681,5.698751787898078,0,0,0,0
18,40,0.86,0.86,0.84,0.9,4.347500710190503,4.897940961103364,5.594078952759741,5.698751787898078,0,0,0,0
18,50,0.88,0.82,0.76,0.98,4.351980864779687,4.859059823257247,5.250008076161137,5.698751787898078,0,0,0,0
18,100,0.72,0.72,0.72,0.9,4.163276294080603,4.195052812333754,4.173043170319805,5.698751787898078,0,0,0,0
18,200,0.82,0.88,0.9,0.94,4.109917332387064,4.0261728176180736,4.1215109232281755,5.698751787898078,0,0,0,0
19,0,0.86,0.86,,0.86,5.512899179292188,5.512899179292188,,5.512899179292188,0,0,0,0
19,10,0.82,0.92,0.82,0.9,4.576002816121996,5.4396501010469205,9.88056199559848,5.512899179292188,0,0,0,0
19,20,0.8,0.82,0.8,0.82,4.3061739453620635,4.724865025595205,8.03183443463859,5.512899179292188,0,0,0,0
19,30,0.9,0.96,0.96,0.98,4.421070709834989,5.421292143301663,6.405571181474679,5.512899179292188,0,0,0,0
19,40,0.78,0.84,0.76,0.88,4.446403280087357,5.214919993688856,5.237590791331327,5.512899179292188,0,0,0,0
19,50,0.8,0.78,0.74,0.9,4.368304471085526,4.586494054659349,5.10158336874438,5.512899179292188,0,0,0,0
19,100,0.82,0.74,0.72,0.86,4.016438415357651,4.322818483687927,4.445594795922002,5.512899179292188,0,0,0,0
19,200,0.84,0.88,0.92,0.92,4.133033508843864,4.301148730118048,4.255810769916313,5.512899179292188,0,0,0,0
20,0,0.9,0.9,,0.9,5.518937248611703,5.518937248611703,,5.518937248611703,0,0,0,0
20,10,0.86,0.9,0.84,0.92,4.562274206691519,5.46207214106153,9.607078710583448,5.518937248611703,0,0,0,0
20,20,0.92,0.96,0.76,0.92,4.314123810321437,5.60870975424427,6.321455608632665,5.518937248611703,0,0,0,0
20,30,0.84,0.92,0.9,0.9,4.063413692505289,5.047838165023351,5.496728466400407,5.518937248611703,0,0,0,0
20,40,0.8,0.86,0.76,0.9,4.100490356826392,5.096498475599176,5.386571731054053,5.518937248611703,0,0,0,0
20,50,0.76,0.74,0.82,0.86,4.195359689826439,4.601106588959915,4.91330411063117,5.518937248611703,0,0,0,0
20,100,0.76,0.8,0.8,0.9,4.164309131951228,4.53124547914487,4.537323089040202,5.518937248611703,0,0,0,0
20,200,0.8,0.82,0.82,0.92,4.151087813249959,4.2207123444502725,4.2084439118684696,5.518937248611703,0,0,0,0
